"address","property_tax_new","property_tax_old","appraisal_new","assessment_new","appraisal_old","assessment_old"
"51 EAST GATE LA #U51",9445.5165,6259.4616,289500,202650,160800,112560
"52 EAST GATE LA #U52",8561.3248,5613.2734,262400,183680,144200,100940
"53 EAST GATE LA #U53",10773.435399999998,7255.992799999999,330200,231139.99999999997,186400,130479.99999999999
"54 EAST GATE LA #U54",8496.070800000001,5558.7756,260400,182280,142800,99960
"55 EAST GATE LA #U55",8489.5454,5550.9902,260200,182140,142600,99820
"56 EAST GATE LA #U56",7850.0562,5118.9005,240600,168420,131500,92050
"57 EAST GATE LA #U57",4819.0079000000005,3919.9489,147700,103390,100700,70490
"58 EAST GATE LA #U58",8199.1651,5399.1749,251300,175910,138700,97090
"59 EAST GATE LA #U59",7817.4292000000005,5079.9735,239600,167720,130500,91350
"60 EAST GATE LA #U60",7817.4292000000005,5079.9735,239600,167720,130500,91350
"61 EAST GATE LA #U61",7311.7107000000005,4823.0553,224100,156870,123900,86730
"62 EAST GATE LA #U62",8476.4946,5515.9559,259800,181860,141700,99190
"63 EAST GATE LA #U63",7931.6237,5192.8618,243100,170170,133400,93380
"64 EAST GATE LA #U64",7321.498799999999,4791.9137,224400,157080,123100,86170
"65 EAST GATE LA #U65",7200.7789,4671.24,220700,154490,120000,84000
"66 EAST GATE LA #U66",8440.6049,5492.5997,258700,181090,141100,98770
"67 EAST GATE LA #U67",8440.6049,5492.5997,258700,181090,141100,98770
"68 EAST GATE LA #U68",7063.7455,4760.772099999999,216500,151550,122300,85610
"69 EAST GATE LA #U69",4518.8395,3666.9234,138500,96950,94200,65940
"70 EAST GATE LA #U70",7448.7441,5107.222400000001,228300,159810,131200,91840
"71 EAST GATE LA #U71",7200.7789,4671.24,220700,154490,120000,84000
"72 EAST GATE LA #U72",7954.4626,5204.539900000001,243800,170660,133700,93590
"73 EAST GATE LA #U73",8476.4946,5515.9559,259800,181860,141700,99190
"74 EAST GATE LA #U74",8440.6049,5492.5997,258700,181090,141100,98770
"75 EAST GATE LA #U75",8620.0534,5659.9857999999995,264200,184940,145400,101780
"76 EAST GATE LA #U76",8545.0113,5558.7756,261900,183330,142800,99960
"77 EAST GATE LA #U77",8561.3248,5613.2734,262400,183680,144200,100940
"78 EAST GATE LA #U78",8531.9605,5582.1318,261500,183050,143400,100380
"79 EAST GATE LA #U79",8440.6049,5492.5997,258700,181090,141100,98770
"80 EAST GATE LA #U80",8574.3756,5624.9515,262800,183960,144500,101150
"81 EAST GATE LA #U81",8440.6049,5492.5997,258700,181090,141100,98770
"82 EAST GATE LA #U82",8440.6049,5492.5997,258700,181090,141100,98770
"83 EAST GATE LA #U83",8587.4264,5640.5223,263200,184240,144900,101430
"84 EAST GATE LA #U84",8587.4264,5640.5223,263200,184240,144900,101430
"85 EAST GATE LA #U85",8212.2159,5200.6472,251700,176190,133600,93520
"86 EAST GATE LA #U86",7435.6933,5017.6903,227900,159530,128900,90230
"87 EAST GATE LA #U87",8662.4685,5636.629599999999,265500,185850,144800,101360
"88 EAST GATE LA #U88",7817.4292000000005,5079.9735,239600,167720,130500,91350
"89 EAST GATE LA #U89",7817.4292000000005,5079.9735,239600,167720,130500,91350
"90 EAST GATE LA #U90",7376.9647,4760.772099999999,226100,158270,122300,85610
"91 EAST GATE LA #U91",7344.3377,4760.772099999999,225100,157570,122300,85610
"92 EAST GATE LA #U92",7716.2855,5017.6903,236500,165550,128900,90230
"93 EAST GATE LA #U93",7817.4292000000005,5079.9735,239600,167720,130500,91350
"94 EAST GATE LA #U94",8512.384300000002,5492.5997,260900,182630,141100,98770
"95 EAST GATE LA #U95",7200.7789,4671.24,220700,154490,120000,84000
"96 EAST GATE LA #U96",7200.7789,4671.24,220700,154490,120000,84000
"97 EAST GATE LA #U97",7928.361,5188.969099999999,243000,170100,133300,93310
"98 EAST GATE LA #U98",7918.572899999999,5185.0764,242700,169890,133200,93240
"99 EAST GATE LA #U99",7262.7702,4710.167,222600,155820,121000,84700
"100 EAST GATE LA #U100",7200.7789,4671.24,220700,154490,120000,84000
"101 EAST GATE LA #U101",8483.02,5543.2047999999995,260000,182000,142400,99680
"102 EAST GATE LA #U102",8293.7834,5340.7844000000005,254200,177940,137200,96040
"103 EAST GATE LA #U103",7249.7194,4702.3816,222200,155540,120800,84560
"104 EAST GATE LA #U104",6864.7208,4608.9568,210400,147280,118400,82880
"105 EAST GATE LA #U105",7817.4292000000005,5079.9735,239600,167720,130500,91350
"106 EAST GATE LA #U106",7967.5134,5196.7545,244200,170940,133500,93450
"107 EAST GATE LA #U107",7716.2855,5017.6903,236500,165550,128900,90230
"108 EAST GATE LA #U108",7938.1491,5200.6472,243300,170310,133600,93520
"109 EAST GATE LA #U109",7513.9981,5064.402700000001,230300,161210,130100,91070
"110 EAST GATE LA #U110",7200.7789,4671.24,220700,154490,120000,84000
"111 EAST GATE LA #U111",7347.6004,4826.948,225200,157640,124000,86800
"112 EAST GATE LA #U112",7817.4292000000005,5079.9735,239600,167720,130500,91350
"113 EAST GATE LA #U113",7850.0562,5099.437,240600,168420,131000,91700
"114 EAST GATE LA #U114",7233.405900000001,4690.7035,221700,155190,120500,84350
"115 EAST GATE LA #U115",7386.7528,4791.9137,226400,158480,123100,86170
"116 EAST GATE LA #U 116",7419.3798,4811.3772,227400,159180,123600,86520
"117 EAST GATE LA #U117",7292.1345,4733.5232000000005,223500,156450,121600,85120
"118 EAST GATE LA #U118",8440.6049,5492.5997,258700,181090,141100,98770
"119 EAST GATE LA #U119",7174.677299999999,4655.6692,219900,153930,119600,83720
"120 EAST GATE LA #U120",7386.7528,4791.9137,226400,158480,123100,86170
"121 EAST GATE LA #U121",7344.3377,4760.772099999999,225100,157570,122300,85610
"122 EAST GATE LA #U122",7063.7455,4468.8196,216500,151550,114800,80360
"123 EAST GATE LA #U123",8567.850199999999,5403.067599999999,262600,183820,138800,97160
"124 EAST GATE LA #U124",7817.4292000000005,5079.9735,239600,167720,130500,91350
"125 EAST GATE LA #U125",7200.7789,4671.24,220700,154490,120000,84000
"126 EAST GATE LA #U126",7200.7789,4671.24,220700,154490,120000,84000
"127 EAST GATE LA #U127",7863.107,5138.364,241000,168700,132000,92400
"128 EAST GATE LA #U128",7716.2855,5017.6903,236500,165550,128900,90230
"129 EAST GATE LA #U129",7608.616400000001,4671.24,233200,163240,120000,84000
"130 EAST GATE LA #U130",7233.405900000001,4690.7035,221700,155190,120500,84350
"131 EAST GATE LA #U131",7249.7194,4729.6305,222200,155540,121500,85050
"132 EAST GATE LA #U132",7308.448,4780.2356,224000,156800,122800,85960
"133 EAST GATE LA #U133",7735.8617,5387.4968,237100,165970,138400,96880
"134 EAST GATE LA #U134",7200.7789,4671.24,220700,154490,120000,84000
"135 EAST GATE LA #U135",7200.7789,4671.24,220700,154490,120000,84000
"136 EAST GATE LA #U136",8332.9358,5426.4238,255400,178780,139400,97580
"137 EAST GATE LA #U137",7233.405900000001,4671.24,221700,155190,120000,84000
"138 EAST GATE LA #U138",7461.794900000001,4741.308599999999,228700,160090,121800,85260
"139 EAST GATE LA #U139",7987.089599999999,5235.6815,244800,171360,134500,94150
"140 EAST GATE LA #U140",7817.4292000000005,5079.9735,239600,167720,130500,91350
"141 EAST GATE LA #U141",7301.9226,4772.4502,223800,156660,122600,85820
"142 EAST GATE LA #U142",7246.456700000001,4725.7378,222100,155470,121400,84980
"143 EAST GATE LA #U143",8531.9605,5730.0544,261500,183050,147200,103040
"144 EAST GATE LA #U144",7233.405900000001,4690.7035,221700,155190,120500,84350
"145 EAST GATE LA #U145",7279.0837,4745.2013,223100,156170,121900,85330
"146 EAST GATE LA #U146",7109.4232999999995,4616.742200000001,217900,152530,118600,83020
"147 EAST GATE LA #U147",7200.7789,4671.24,220700,154490,120000,84000
"148 EAST GATE LA #U148",8111.0722000000005,4671.24,248600,174020,120000,84000
"149 EAST GATE LA #U149",7572.7267,4791.9137,232100,162470,123100,86170
"150 EAST GATE LA #U150",7344.3377,4760.772099999999,225100,157570,122300,85610
"151 EAST GATE LA #U151",7726.0736,4998.2267999999995,236800,165760,128400,89880
"0 EASTERLY DR",1396.4355999999998,1611.5777999999998,42800,29959.999999999996,41400,28979.999999999996
"5 EASTLAND RD",18734.4234,14554.805299999998,574200,401940,373900,261729.99999999997
"15 EASTLAND RD",20515.857600000003,16415.515900000002,628800,440160,421700,295190
"33 EASTLAND RD",18169.976300000002,15325.5599,556900,389830,393700,275590
"45 EASTLAND RD",17928.5365,13499.883599999997,549500,384650,346800,242759.99999999997
"11 EASTON ST",7778.2768,4643.991099999999,238400,166880,119300,83510
"15 EASTON ST",763.4717999999999,572.2269,23400,16379.999999999998,14700,10290
"16 EASTON ST",3011.4720999999995,572.2269,92300,64609.99999999999,14700,10290
"17 EASTON ST",7005.0169000000005,3347.7219999999998,214700,150290,86000,60199.99999999999
"19 EASTON ST",6130.6133,3480.073799999999,187900,131530,89400,62579.99999999999
"23 EASTON ST",6502.5611,3869.3437999999996,199300,139510,99400,69580
"25 EASTON ST",8094.7587,5200.6472,248100,173670,133600,93520
"38 EASTON ST",8907.171,4531.1028,273000,191100,116400,81480
"42 EASTON ST",6962.6017999999995,4013.3737,213400,149380,103100,72170
"45 EASTON ST",7579.2521,4562.2444000000005,232300,162610,117200,82040
"46 EASTON ST",7432.4306,4149.6182,227800,159460,106600,74620
"47 EASTON ST",9060.5179,4515.532,277700,194390,116000,81200
"49 EASTON ST",6372.053099999999,3565.7131999999997,195300,136710,91600,64119.99999999999
"52 EASTON ST",5709.7249999999995,3238.7263999999996,175000,122499.99999999999,83200,58239.99999999999
"55 EASTON ST",11579.322299999998,7703.6533,354900,248429.99999999997,197900,138530
"62 EASTON ST",9171.4497,5667.7712,281100,196770,145600,101920
"3 EDGECOMB ST",8496.070800000001,7115.855599999999,260400,182280,182800,127959.99999999999
"9 EDGECOMB ST",10156.7851,8046.2109,311300,217910,206700,144690
"11 EDGECOMB ST",7928.361,6337.3156,243000,170100,162800,113960
"17 EDGECOMB ST",8662.4685,6917.327899999999,265500,185850,177700,124389.99999999999
"20 EDGECOMB ST",10045.8533,7878.824799999999,307900,215530,202400,141680
"30 EDGECOMB ST",9651.0666,7318.276,295800,207060,188000,131600
"36 EDGECOMB ST",9034.4163,7014.645399999999,276900,193830,180200,126139.99999999999
"40 EDGECOMB ST",9461.83,7769.8292,290000,203000,199600,139720
"46 EDGECOMB ST",7889.2086,6275.0324,241800,169260,161200,112840
"49 EDGECOMB ST",8078.4452,6769.4052999999985,247600,173320,173900,121729.99999999999
"52 EDGECOMB ST",8205.6905,6481.345499999999,251500,176050,166500,116549.99999999999
"57 EDGECOMB ST",8381.8763,6882.293599999999,256900,179830,176800,123759.99999999999
"60 EDGECOMB ST",7706.497399999999,6816.117699999999,236200,165340,175100,122569.99999999999
"72 EDGECOMB ST",8003.4030999999995,6333.4229000000005,245300,171710,162700,113890
"78 EDGECOMB ST",9129.034599999999,7376.6665,279800,195860,189500,132650
"84 EDGECOMB ST",9197.551300000001,7396.13,281900,197330,190000,133000
"85 EDGECOMB ST",3833.6725,3592.9620999999997,117500,82250,92300,64609.99999999999
"94 EDGECOMB ST",9921.8707,8532.7984,304100,212870,219200,153440
"104 EDGECOMB ST",2610.16,2343.4054,80000,56000,60200,42140
"110 EDGECOMB ST",8277.4699,6251.6762,253700,177590,160600,112420
"140 EDGEHILL RD",14812.658,11884.4131,454000,317800,305300,213710
"144 EDGEHILL RD",NA,33609.5718,NA,NA,863400,604380
"150 EDGEHILL RD",NA,37007.8989,NA,NA,950700,665490
"166 EDGEHILL RD",31556.8344,24995.0267,967200,677040,642100,449470
"190 EDGEHILL RD",29432.8167,23648.1525,902100,631470,607500,425250
"200 EDGEHILL RD",NA,26797.346799999996,NA,NA,688400,481879.99999999994
"204 EDGEHILL RD",28959.7252,21947.0426,887600,621320,563800,394660
"224 EDGEHILL RD",31331.708099999996,19373.9679,960300,672210,497700,348390
"236 EDGEHILL RD",25726.3895,19241.616100000003,788500,551950,494300,346010
"260 EDGEHILL RD",29980.9503,23601.4401,918900,643230,606300,424410
"272 EDGEHILL RD",27321.8498,21612.270399999998,837400,586180,555200,388640
"2 EDGEHILL TR",623.1757,459.3386,19100,13370,11800,8260
"4 EDGEHILL TR",20026.4526,14418.5608,613800,429660,370400,259279.99999999997
"33 EDGEHILL TR",NA,33796.4214,NA,NA,868200,607740
"36 EDGEHILL TR",21067.2539,16761.9662,645700,451990,430600,301420
"45 EDGEHILL TR",NA,33298.1558,NA,NA,855400,598780
"55 EDGEHILL TR",23380.508199999997,19249.4015,716600,501619.99999999994,494500,346150
"65 EDGEHILL TR",24391.945199999995,18677.174600000002,747600,523319.99999999994,479800,335860
"75 EDGEHILL TR",24962.917699999998,20697.4859,765100,535570,531700,372190
"8 EDGEMERE RD",12708.2165,9307.445699999998,389500,272650,239100,167370
"15 EDGEMERE RD",13155.206400000001,9097.2399,403200,282240,233700,163590
"18 EDGEMERE RD",12101.354299999999,8544.4765,370900,259629.99999999997,219500,153650
"28 EDGEMERE RD",12884.402300000002,8474.4079,394900,276430,217700,152390
"36 EDGEMERE RD",13879.525800000001,10202.7667,425400,297780,262100,183470
"39 EDGEMERE RD",11220.425299999999,8544.4765,343900,240729.99999999997,219500,153650
"41 EDGEMERE RD",12789.784,9875.7799,392000,274400,253700,177590
"42 EDGEMERE RD",14594.0571,10829.4914,447300,313110,278200,194740
"45 EDGEMERE RD",12476.5648,8614.5451,382400,267680,221300,154910
"53 EDGEMERE RD",13514.1034,10416.865199999998,414200,289940,267600,187320
"61 EDGEMERE RD",12613.598199999999,9268.518699999999,386600,270620,238100,166670
"68 EDGEMERE RD",13262.8755,10062.6295,406500,284550,258500,180950
"71 EDGEMERE RD",12881.1396,9677.252199999999,394800,276360,248600,174020
"74 EDGEMERE RD",12476.5648,9435.9048,382400,267680,242400,169680
"80 EDGEMERE RD",14952.954099999999,13885.2609,458300,320810,356700,249689.99999999997
"86 EDGEMERE RD",13158.4691,9895.243400000001,403300,282310,254200,177940
"96 EDGEMERE RD",10894.155299999999,7361.0957,333900,233729.99999999997,189100,132370
"3 EDGEWOOD AVE",303.43109999999996,249.13279999999997,9300,6510,6400,4480
"21 EDGEWOOD AVE",261.016,214.09849999999997,8000,5600,5500,3849.9999999999995
"44 EDGEWOOD AVE",8672.256599999999,6664.3024,265800,186060,171200,119839.99999999999
"54 EDGEWOOD AVE",10936.570399999999,8684.6137,335200,234639.99999999997,223100,156170
"60 EDGEWOOD AVE",247.96519999999998,89.5321,7600,5320,2300,1610
"124 EDGEWOOD AVE",35.8897,46.7124,1100,770,1200,840
"128 EDGEWOOD AVE",35.8897,46.7124,1100,770,1200,840
"132 EDGEWOOD AVE",55.465900000000005,70.0686,1700,1190,1800,1260
"133 EDGEWOOD AVE",55.465900000000005,70.0686,1700,1190,1800,1260
"139 EDGEWOOD AVE",35.8897,46.7124,1100,770,1200,840
"8 EDMUND ST",3660.7493999999997,2467.9718,112200,78540,63400,44380
"12 EDMUND ST",5654.259099999999,5329.1062999999995,173300,121309.99999999999,136900,95830
"30 EDMUND ST",NA,81010.9797,NA,NA,2081100,1456770
"16 EDWARDS ST",2000.0350999999998,1206.737,61300,42910,31000,21700
"17 EDWARDS ST",9628.2277,6800.546899999999,295100,206570,174700,122289.99999999999
"21 EDWARDS ST",13253.0874,8380.9831,406200,284340,215300,150710
"25 EDWARDS ST",13142.1556,9447.582900000001,402800,281960,242700,169890
"26 EDWARDS ST",17892.646800000002,20156.4006,548400,383880,517800,362460
"29 EDWARDS ST",120.7199,66.1759,3700,2590,1700,1190
"30 EDWARDS ST",5931.5886,4332.5751,181800,127259.99999999999,111300,77910
"32 EDWARDS ST",1331.1816000000001,700.686,40800,28560,18000,12600
"35 EDWARDS ST",6525.4,4040.6226,200000,140000,103800,72660
"38 EDWARDS ST",11187.798299999999,7185.9241999999995,342900,240029.99999999997,184600,129219.99999999999
"39 EDWARDS ST",6434.044400000001,4344.2532,197200,138040,111600,78120
"42 EDWARDS ST",1474.7404,774.6473000000001,45200,31639.999999999996,19900,13930
"45 EDWARDS ST",1275.7157,673.4371,39100,27370,17300,12110
"48 EDWARDS ST",5197.4811,3433.3613999999993,159300,111510,88200,61739.99999999999
"49 EDWARDS ST",13429.2732,3795.3825,411600,288120,97500,68250
"50 EDWARDS ST",11517.330999999998,8182.455400000001,353000,247099.99999999997,210200,147140
"51 EDWARDS ST",1275.7157,673.4371,39100,27370,17300,12110
"59 EDWARDS ST",1455.1641999999997,766.8619,44600,31219.999999999996,19700,13790
"9 ELEANOR ST",9119.2465,7170.353399999999,279500,195650,184200,128939.99999999999
"12 ELEANOR ST",7311.7107000000005,5948.0455999999995,224100,156870,152800,106960
"18 ELEANOR ST",7328.0242,5741.7325,224600,157220,147500,103250
"22 ELEANOR ST",7605.353700000001,5776.766799999999,233100,163170,148400,103880
"23 ELEANOR ST",11416.1873,9342.48,349900,244929.99999999997,240000,168000
"30 ELEANOR ST",8512.384300000002,7030.216199999999,260900,182630,180600,126419.99999999999
"15 ELGIN ST",15165.0296,12149.116699999999,464800,325360,312100,218470
"16 ELGIN ST",14326.5157,10393.509,439100,307370,267000,186900
"20 ELGIN ST",14303.676800000001,11000.770199999999,438400,306880,282600,197820
"21 ELGIN ST",14548.3793,11588.5679,445900,312130,297700,208390
"25 ELGIN ST",13197.6215,9867.9945,404500,283150,253500,177450
"26 ELGIN ST",13745.7551,10560.8951,421300,294910,271300,189910
"30 ELGIN ST",14414.6086,10553.109699999999,441800,309260,271100,189770
"38 ELGIN ST",13618.509800000002,10646.5345,417400,292180,273500,191450
"44 ELGIN ST",15266.1733,10992.9848,467900,327530,282400,197680
"17 ELIHU ST",15768.6291,13118.398999999998,483300,338310,337000,235899.99999999997
"22 ELIHU ST",14362.4054,11265.473800000002,440200,308140,289400,202580
"23 ELIHU ST",15285.7495,11374.4694,468500,327950,292200,204540
"28 ELIHU ST",16137.314199999999,11740.383199999998,494600,346220,301600,211120
"31 ELIHU ST",14349.354599999999,11035.8045,439800,307860,283500,198450
"36 ELIHU ST",15628.333,12417.713,479000,335300,319000,223300
"37 ELIHU ST",13396.6462,10284.5134,410600,287420,264200,184940
"41 ELIHU ST",14701.7262,9825.1748,450600,315420,252400,176680
"42 ELIHU ST",13859.9496,9957.5266,424800,297360,255800,179060
"45 ELIHU ST",14874.649300000001,11526.2847,455900,319130,296100,207270
"50 ELIHU ST",13863.212300000001,10412.9725,424900,297430,267500,187250
"53 ELIHU ST",16558.2025,12195.829099999999,507500,355250,313300,219310
"58 ELIHU ST",13595.670900000001,9864.1018,416700,291690,253400,177380
"61 ELIHU ST",14701.7262,11351.1132,450600,315420,291600,204120
"62 ELIHU ST",15008.42,11168.1563,460000,322000,286900,200830
"65 ELIHU ST",14966.0049,9354.158099999999,458700,321090,240300,168210
"66 ELIHU ST",13514.1034,12036.2284,414200,289940,309200,216440
"70 ELIHU ST",17132.4377,12316.5028,525100,367570,316400,221480
"71 ELIHU ST",12629.911699999999,10015.917099999999,387100,270970,257300,180110
"75 ELIHU ST",17491.3347,11841.5934,536100,375270,304200,212940
"76 ELIHU ST",16303.7119,12024.5503,499700,349790,308900,216230
"78 ELIHU ST",14023.0846,10553.109699999999,429800,300860,271100,189770
"81 ELIHU ST",13344.443,9743.4281,409000,286300,250300,175210
"85 ELIHU ST",13138.8929,9412.5486,402700,281890,241800,169260
"86 ELIHU ST",11481.441299999999,8166.884599999999,351900,246329.99999999997,209800,146860
"15 ELIZABETH RD",10499.3686,8159.099200000001,321800,225260,209600,146720
"16 ELIZABETH RD",12910.5039,9595.5055,395700,276990,246500,172550
"25 ELIZABETH RD",11050.764899999998,8711.8626,338700,237089.99999999997,223800,156660
"26 ELIZABETH RD",9889.243699999999,7781.5073,303100,212170,199900,139930
"36 ELIZABETH RD",12613.598199999999,10358.474699999999,386600,270620,266100,186270
