PER,JNL,SRC,EFF_DATE,REFERENCE,BEG_BALANCE,DEBITS,CREDITS,NET_CHANGE,END_BALANCE
4,266,GEN,10/10/23, OCT23 G.FUND to W.COMP,,.00,5e+05,11159955.88,
4,271,CRP,10/17/23, 05 CASH RECEIPTS JOURNAL,,338.86,0,11160294.74,
4,272,CRP,10/17/23, 05 CASH RECEIPTS JOURNAL,,108.78,0,11160403.52,
4,273,CRP,10/13/23, 05 CASH RECEIPTS JOURNAL,,193.55,0,11160597.07,
4,274,CRP,10/13/23, 05 CASH RECEIPTS JOURNAL,,145.00,0,11160742.07,
4,275,CRP,10/13/23, 05 CASH RECEIPTS JOURNAL,,36.65,0,11160778.72,
4,276,CRP,10/13/23, 05 CASH RECEIPTS JOURNAL,,3412.50,0,11164191.22,
4,277,CRP,10/16/23, 05 CASH RECEIPTS JOURNAL,,1543.00,0,11165734.22,
4,278,CRP,10/17/23, 05 CASH RECEIPTS JOURNAL,,12208.50,0,11177942.72,
4,279,CRP,10/12/23, 05 CASH RECEIPTS JOURNAL,,5031.50,0,11182974.22,
4,280,CRP,10/11/23, 05 CASH RECEIPTS JOURNAL,,5911.00,0,11188885.22,
4,282,GRV,10/13/23, 05,,.00,36.65,11188848.57,
4,283,CRP,10/13/23, 05 CASH RECEIPTS JOURNAL,,35.65,0,11188884.22,
4,295,GEN,10/13/23, ZBA ZBA TOWN AP 10-9to10-13,,.00,9938729.24,1250154.98,
4,295,GEN,10/13/23, ZBA ZBA TOWN PR 10-9to10-13,,.00,779868.91,470286.07,
4,295,GEN,10/13/23, ZBA ZBA BOE AP 10-9to10-13,,.00,585232.73,-114946.66,
4,295,GEN,10/13/23, ZBA ZBA BOE PR 10-9to10-13,,.00,2817472.62,-2932419.28,
4,296,GEN,10/20/23, ZBA ZBA TOWN AP 10-16to10-20,,.00,860739.65,-3793158.93,
4,296,GEN,10/20/23, ZBA ZBA TOWN PR 10-16to10-20,,.00,664498.09,-4457657.02,
4,296,GEN,10/20/23, ZBA ZBA BOE AP 10-16to10-20,,.00,781149.53,-5238806.55,
4,296,GEN,10/20/23, ZBA ZBA BOE PR 10-16to10-20,,.00,376617.19,-5615423.74,
4,297,GEN,10/27/23, ZBA ZBA TOWN AP 10-23to10-27,,.00,1197509.79,-6812933.53,
4,297,GEN,10/27/23, ZBA ZBA TOWN PR 10-23to10-27,,.00,626089.71,-7439023.24,
4,297,GEN,10/27/23, ZBA ZBA BOE AP 10-23to10-27,,.00,1655496.26,-9094519.50,
4,297,GEN,10/27/23, ZBA ZBA BOE PR 10-23to10-27,,.00,2402400.95,-11496920.45,
4,322,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,598.92,0,-11496321.53,
4,323,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,1026.72,0,-11495294.81,
4,324,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,962.50,0,-11494332.31,
4,325,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,7144.22,0,-11487188.09,
4,326,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,8987.57,0,-11478200.52,
4,327,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,18823.20,0,-11459377.32,
4,330,CRP,10/13/23, 05 CASH RECEIPTS JOURNAL,,25.50,0,-11459351.82,
4,331,CRP,10/17/23, 05 CASH RECEIPTS JOURNAL,,108.78,0,-11459243.04,
4,333,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,50725.50,0,-11408517.54,
4,334,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,840.90,0,-11407676.64,
4,335,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,52709.40,0,-11354967.24,
4,336,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,170.20,0,-11354797.04,
4,337,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,1577.74,0,-11353219.30,
4,338,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,5.50,0,-11353213.80,
4,339,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,287.00,0,-11352926.80,
4,340,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,79.67,0,-11352847.13,
4,341,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,42604.60,0,-11310242.53,
4,342,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,845.00,0,-11309397.53,
4,343,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,640.00,0,-11308757.53,
4,345,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,.50,0,-11308757.03,
4,349,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,13393.00,0,-11295364.03,
4,350,CRP,10/27/23, 05 CASH RECEIPTS JOURNAL,,10046.00,0,-11285318.03,
4,352,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,3451.00,0,-11281867.03,
4,353,CRP,10/31/23, 05 CASH RECEIPTS JOURNAL,,7293.50,0,-11274573.53,
4,354,CRP,10/25/23, 05 CASH RECEIPTS JOURNAL,,9893.50,0,-11264680.03,
4,355,CRP,10/24/23, 05 CASH RECEIPTS JOURNAL,,6851.00,0,-11257829.03,
4,356,CRP,10/30/23, 05 CASH RECEIPTS JOURNAL,,6890.50,0,-11250938.53,
4,405,CRP,10/19/23, 05 CASH RECEIPTS JOURNAL,,550.00,0,-11250388.53,
4,408,CRP,10/11/23, 05 CASH RECEIPTS JOURNAL,,3609.04,0,-11246779.49,
4,413,CRP,10/11/23, 05 CASH RECEIPTS JOURNAL,,175.00,0,-11246604.49,
4,416,CRP,10/12/23, 05 CASH RECEIPTS JOURNAL,,1283.40,0,-11245321.09,
4,426,CRP,10/17/23, 05 CASH RECEIPTS JOURNAL,,3711.00,0,-11241610.09,
4,427,CRP,10/19/23, 05 CASH RECEIPTS JOURNAL,,75.00,0,-11241535.09,
4,428,CRP,10/19/23, 05 CASH RECEIPTS JOURNAL,,7500.00,0,-11234035.09,
4,435,GEN,10/10/23, Tax to,,.00,5e+05,-11734035.09,
4,438,GRV,10/13/23, 05,,.00,634.37,-11734669.46,
4,464,GEN,10/30/23, 79509,,30317.40,0,-11704352.06,
4,477,GRV,10/10/23, Tax to,,500000.00,0,-11204352.06,
4,479,GEN,10/10/23, WC,,.00,5e+05,-11704352.06,
4,501,CRP,10/12/23, 05 CASH RECEIPTS JOURNAL,,275.00,0,-11704077.06,
4,502,GEN,10/31/23, ADJ,,.00,1046746.59,-12750823.65,
4,504,GEN,10/31/23, ADJ,,2719.23,0,-12748104.42,
4,506,GRV,10/10/23, WC,,500000.00,0,-12248104.42,
5,13,CRP,11/04/23, 05 CASH RECEIPTS JOURNAL,,855.60,0,-12247248.82,
5,32,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,855.60,0,-12246393.22,
5,33,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,641.70,0,-12245751.52,
5,35,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,2994.60,0,-12242756.92,
5,37,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,125.00,0,-12242631.92,
5,38,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-12242118.56,
5,39,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,3619.60,0,-12238498.96,
5,40,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,600.86,0,-12237898.10,
5,41,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,3731.56,0,-12234166.54,
5,42,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,2139.00,0,-12232027.54,
5,43,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,6121.90,0,-12225905.64,
5,44,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,1326.72,0,-12224578.92,
5,45,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,2566.80,0,-12222012.12,
5,59,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-12221498.76,
5,60,CRP,11/04/23, 05 CASH RECEIPTS JOURNAL,,1283.40,0,-12220215.36,
5,61,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-12219702.00,
5,62,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,112.50,0,-12219589.50,
5,63,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,773.92,0,-12218815.58,
5,64,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,7265.86,0,-12211549.72,
5,75,CRP,11/16/23, 05 CASH RECEIPTS JOURNAL,,588.36,0,-12210961.36,
5,76,CRP,11/16/23, 05 CASH RECEIPTS JOURNAL,,718.64,0,-12210242.72,
5,77,CRP,11/16/23, 05 CASH RECEIPTS JOURNAL,,4757.74,0,-12205484.98,
5,79,CRP,11/16/23, 05 CASH RECEIPTS JOURNAL,,1026.72,0,-12204458.26,
5,81,CRP,11/16/23, 05 CASH RECEIPTS JOURNAL,,427.80,0,-12204030.46,
5,96,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,580.00,0,-12203450.46,
5,129,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-12202937.10,
5,130,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,427.80,0,-12202509.30,
5,132,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,750.00,0,-12201759.30,
5,133,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,1711.20,0,-12200048.10,
5,134,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,737.50,0,-12199310.60,
5,136,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,6741.95,0,-12192568.65,
5,137,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,3871.52,0,-12188697.13,
5,138,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,8427.64,0,-12180269.49,
5,139,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,1283.40,0,-12178986.09,
5,140,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,663.36,0,-12178322.73,
5,141,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,2825.96,0,-12175496.77,
5,142,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,6127.51,0,-12169369.26,
5,157,CRP,11/29/23, 05 CASH RECEIPTS JOURNAL,,427.80,0,-12168941.46,
5,286,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,350.00,0,-12168591.46,
5,302,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,15917.45,0,-12152674.01,
5,303,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,220.00,0,-12152454.01,
5,304,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,1255.00,0,-12151199.01,
5,305,CRP,11/16/23, 05 CASH RECEIPTS JOURNAL,,8228.76,0,-12142970.25,
5,306,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,53988.26,0,-12088981.99,
5,307,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,750.00,0,-12088231.99,
5,308,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,1000.00,0,-12087231.99,
5,309,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,200.00,0,-12087031.99,
5,311,CRP,11/06/23, 05 CASH RECEIPTS JOURNAL,,580.00,0,-12086451.99,
5,312,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,1175.00,0,-12085276.99,
5,313,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,1030.00,0,-12084246.99,
5,314,CRP,11/21/23, 05 CASH RECEIPTS JOURNAL,,2000.00,0,-12082246.99,
5,315,CRP,11/27/23, 05 CASH RECEIPTS JOURNAL,,350.00,0,-12081896.99,
5,316,CRP,11/14/23, 05 CASH RECEIPTS JOURNAL,,1750.00,0,-12080146.99,
5,324,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,472779.23,0,-11607367.76,
5,325,GRV,11/08/23, 05,,.00,472779.23,-12080146.99,
5,328,CRP,11/08/23, 05 CASH RECEIPTS JOURNAL,,472779.23,0,-11607367.76,
5,333,GEN,11/17/23, 69474 FY 23-4 Q2,,5750.00,0,-11601617.76,
5,340,GEN,11/07/23, to GF,,10000000.00,0,-1601617.76,
5,344,GEN,11/17/23, 79693,,106133.82,0,-1495483.94,
5,376,GRV,11/06/23, 05,,.00,580,-1496063.94,
5,377,GEN,11/30/23, Nov,,34802.36,0,-1461261.58,
5,377,GEN,11/30/23, Nov,,.00,15574390.53,-17035652.11,
6,3,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-17035138.75,
6,4,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-17034625.39,
6,5,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-17034112.03,
6,6,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,684.48,0,-17033427.55,
6,7,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,150.00,0,-17033277.55,
6,8,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,641.70,0,-17032635.85,
6,9,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,855.60,0,-17031780.25,
6,10,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,6630.90,0,-17025149.35,
6,11,CRP,12/01/23, 05 CASH RECEIPTS JOURNAL,,7706.90,0,-17017442.45,
6,13,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,855.60,0,-17016586.85,
6,15,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,1112.28,0,-17015474.57,
6,16,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,6994.53,0,-17008480.04,
6,17,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,1540.08,0,-17006939.96,
6,18,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,1283.40,0,-17005656.56,
6,19,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,1547.84,0,-17004108.72,
6,20,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,2452.58,0,-17001656.14,
6,21,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,11831.42,0,-16989824.72,
6,22,CRP,12/04/23, 05 CASH RECEIPTS JOURNAL,,1026.72,0,-16988798.00,
6,32,CRP,12/06/23, 05 CASH RECEIPTS JOURNAL,,2301.50,0,-16986496.50,
6,33,CRP,12/06/23, 05 CASH RECEIPTS JOURNAL,,5757690.00,0,-11228806.50,
6,34,CRP,12/06/23, 05 CASH RECEIPTS JOURNAL,,1646236.00,0,-9582570.50,
6,35,CRP,12/06/23, 05 CASH RECEIPTS JOURNAL,,1854822.77,0,-7727747.73,
6,42,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,10.00,0,-7727737.73,
6,43,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,2597.50,0,-7725140.23,
6,44,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,2395.00,0,-7722745.23,
6,45,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,20744.50,0,-7702000.73,
6,46,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,22361.21,0,-7679639.52,
6,47,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,75462.09,0,-7604177.43,
6,49,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,4780.00,0,-7599397.43,
6,50,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,194466.00,0,-7404931.43,
6,51,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,7378.70,0,-7397552.73,
6,54,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,3180.00,0,-7394372.73,
6,55,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,9643.50,0,-7384729.23,
6,56,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,8954.00,0,-7375775.23,
6,58,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,170.00,0,-7375605.23,
6,59,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,2945.50,0,-7372659.73,
6,62,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,340.00,0,-7372319.73,
6,63,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,1066.45,0,-7371253.28,
6,65,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,16778.00,0,-7354475.28,
6,66,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,6530.00,0,-7347945.28,
6,67,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,9409.00,0,-7338536.28,
6,68,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,225.00,0,-7338311.28,
6,69,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,100.00,0,-7338211.28,
6,70,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,3.00,0,-7338208.28,
6,71,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,8488.00,0,-7329720.28,
6,75,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,13294.60,0,-7316425.68,
6,77,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,2774.00,0,-7313651.68,
6,78,CRP,12/07/23, 05 CASH RECEIPTS JOURNAL,,1370.30,0,-7312281.38,
6,79,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,18874.92,0,-7293406.46,
6,80,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,9208.25,0,-7284198.21,
6,81,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,6417.00,0,-7277781.21,
6,84,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,12676.50,0,-7265104.71,
6,85,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,10358.00,0,-7254746.71,
6,86,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,3772.50,0,-7250974.21,
6,87,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,195.00,0,-7250779.21,
6,88,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,4025.00,0,-7246754.21,
6,89,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,19.50,0,-7246734.71,
6,90,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,83.70,0,-7246651.01,
6,91,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,361.62,0,-7246289.39,
6,92,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,812.00,0,-7245477.39,
6,93,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,950.00,0,-7244527.39,
6,94,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,39.38,0,-7244488.01,
6,95,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,885.10,0,-7243602.91,
6,96,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,10379.50,0,-7233223.41,
6,97,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,11842.50,0,-7221380.91,
6,99,CRP,12/08/23, 05 CASH RECEIPTS JOURNAL,,3925.00,0,-7217455.91,
6,106,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,3569.00,0,-7213886.91,
6,107,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,470.00,0,-7213416.91,
6,108,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,4990.50,0,-7208426.41,
6,109,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,41.85,0,-7208384.56,
6,113,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,275.00,0,-7208109.56,
6,114,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,550.00,0,-7207559.56,
6,115,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,1477.70,0,-7206081.86,
6,116,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,1204.14,0,-7204877.72,
6,119,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,1641.54,0,-7203236.18,
6,120,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,6479.18,0,-7196757.00,
6,121,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,1689.00,0,-7195068.00,
6,122,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,1151.72,0,-7193916.28,
6,123,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,8128.20,0,-7185788.08,
6,124,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,7311.44,0,-7178476.64,
6,125,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,15103.33,0,-7163373.31,
6,126,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,427.80,0,-7162945.51,
6,127,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,6780.62,0,-7156164.89,
6,128,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,30578.96,0,-7125585.93,
6,129,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,427.80,0,-7125158.13,
6,130,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,4641.62,0,-7120516.51,
6,131,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,250.00,0,-7120266.51,
6,132,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,2802.03,0,-7117464.48,
6,133,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,737.50,0,-7116726.98,
6,134,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,513.36,0,-7116213.62,
6,135,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,941.14,0,-7115272.48,
6,136,CRP,12/12/23, 05 CASH RECEIPTS JOURNAL,,18356.55,0,-7096915.93,
6,137,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,598.92,0,-7096317.01,
6,139,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,422.25,0,-7095894.76,
6,140,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,2737.92,0,-7093156.84,
6,141,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,2109.82,0,-7091047.02,
6,142,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,417.25,0,-7090629.77,
6,143,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,2562.50,0,-7088067.27,
6,144,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,855.60,0,-7087211.67,
6,145,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,4399.66,0,-7082812.01,
6,147,CRP,12/13/23, 05 CASH RECEIPTS JOURNAL,,3080.16,0,-7079731.85,
6,158,CRP,12/14/23, 05 CASH RECEIPTS JOURNAL,,60000.00,0,-7019731.85,
6,168,CRP,12/20/23, 05 CASH RECEIPTS JOURNAL,,663.36,0,-7019068.49,
6,169,CRP,12/20/23, 05 CASH RECEIPTS JOURNAL,,2793.58,0,-7016274.91,
6,170,CRP,12/20/23, 05 CASH RECEIPTS JOURNAL,,427.80,0,-7015847.11,
6,176,CRP,12/21/23, 05 CASH RECEIPTS JOURNAL,,1240.62,0,-7014606.49,
6,177,CRP,12/21/23, 05 CASH RECEIPTS JOURNAL,,598.92,0,-7014007.57,
6,178,CRP,12/21/23, 05 CASH RECEIPTS JOURNAL,,150.00,0,-7013857.57,
6,179,CRP,12/21/23, 05 CASH RECEIPTS JOURNAL,,1250.00,0,-7012607.57,
6,180,CRP,12/21/23, 05 CASH RECEIPTS JOURNAL,,275.00,0,-7012332.57,
6,181,CRP,12/21/23, 05 CASH RECEIPTS JOURNAL,,1026.72,0,-7011305.85,
6,196,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,13432.85,0,-6997873.00,
6,197,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,1176.72,0,-6996696.28,
6,199,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,884.48,0,-6995811.80,
6,203,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,855.60,0,-6994956.20,
6,205,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,2512.29,0,-6992443.91,
6,206,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,2053.44,0,-6990390.47,
6,207,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,1283.40,0,-6989107.07,
6,208,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,773.92,0,-6988333.15,
6,209,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,8197.06,0,-6980136.09,
6,210,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,8808.00,0,-6971328.09,
6,211,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,4607.00,0,-6966721.09,
6,212,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,12122.50,0,-6954598.59,
6,213,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,14623.56,0,-6939975.03,
6,214,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,1751.00,0,-6938224.03,
6,215,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,7216.50,0,-6931007.53,
6,216,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,12361.00,0,-6918646.53,
6,217,CRP,12/27/23, 05 CASH RECEIPTS JOURNAL,,1827.00,0,-6916819.53,
6,223,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,36650.00,0,-6880169.53,
6,224,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,3617.00,0,-6876552.53,
6,225,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,8203.86,0,-6868348.67,
6,226,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,8115.00,0,-6860233.67,
6,233,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,75753.29,0,-6784480.38,
6,236,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,80.93,0,-6784399.45,
6,237,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,2750.10,0,-6781649.35,
6,238,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,2137.70,0,-6779511.65,
6,239,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,3610.00,0,-6775901.65,
6,240,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,516.65,0,-6775385.00,
6,241,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,192.00,0,-6775193.00,
6,242,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,550.00,0,-6774643.00,
6,243,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,89.00,0,-6774554.00,
6,244,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,570.10,0,-6773983.90,
6,245,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,1017.50,0,-6772966.40,
6,246,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,2270.00,0,-6770696.40,
6,247,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,2609.50,0,-6768086.90,
6,248,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,1210.28,0,-6766876.62,
6,249,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,363.12,0,-6766513.50,
6,250,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,1762.90,0,-6764750.60,
6,251,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,24.96,0,-6764725.64,
6,252,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,157.30,0,-6764568.34,
6,253,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,338.86,0,-6764229.48,
6,254,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,2248.10,0,-6761981.38,
6,255,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,2731.80,0,-6759249.58,
6,256,CRP,12/28/23, 05 CASH RECEIPTS JOURNAL,,10047.55,0,-6749202.03,
