address,appraisal,sale_date,sale_price,use_code,use_description,zone,neighborhood,acres,land_value,style,model,grade,hist_land_value,hist_total_value,street_url,status
76 CIRCULAR AVE ,520900,06/29/2012,0,1050,Three Fam M01,T4,T,0.22,88300,Multi Family,Residential,C,42200,269000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
86 CIRCULAR AVE ,454000,12/27/1999,88463,3550,FUNERAL HM,T4,T,0.38,303200,Funeral Home,Comm/Ind,NA,171800,360000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
91 CIRCULAR AVE ,969000,10/19/1945,0,9030,MUNICIPAL M94,T4,T,0.52,350900,Library,Comm/Ind,NA,198800,725900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
95 CIRCULAR AVE ,310300,12/01/2017,120000,3400,OFFICE BLD M94,T4,T,0.19,163800,Office Bldg,Comm/Ind,NA,92800,269000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
99 CIRCULAR AVE ,413500,12/01/2017,120000,1040,Two Family M01,T4,T,0.14,137200,Multi Family,Residential,C -,77800,241200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
102 CIRCULAR AVE ,113300,12/27/1999,50000,3370,PARK LOT,T4,T,0.29,98900,Outbuildings,       ,       ,91500,92000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
110 CIRCULAR AVE ,246800,04/04/2005,0,1010,Single Fam M01,T4,50,0.14,59900,Ranch,Residential,C,38200,154900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
111 CIRCULAR AVE ,396400,12/01/2017,120000,1040,Two Family M01,R5,T,0.14,152400,Multi Family,Residential,C,86400,223400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
120 CIRCULAR AVE ,335600,01/06/1994,0,1040,Two Family M01,R4,50,0.29,70000,Multi Family,Residential,C,44600,197500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
124 CIRCULAR AVE ,373000,05/02/2011,0,1040,Two Family M01,R4,50,0.14,59900,Multi Family,Residential,C,38200,222300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
128 CIRCULAR AVE ,469700,10/17/2023,320000,1050,Three Fam M01,R4,50,0.14,59900,Multi Family,Residential,C,38200,274900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
132 CIRCULAR AVE ,445300,09/13/2005,244000,1050,Three Fam M01,R4,50,0.14,59900,Multi Family,Residential,C,38200,276600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
135 CIRCULAR AVE ,414700,04/17/2015,1,1050,Three Fam M01,R5,50,0.13,58800,Multi Family,Residential,C,37400,275000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
136 CIRCULAR AVE ,493400,06/15/2020,300000,1050,Three Fam M01,R4,50,0.14,59900,Multi Family,Residential,C,38200,290300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
141 CIRCULAR AVE ,297600,06/21/2011,165000,1010,Single Fam M01,R5,50,0.17,62500,Old Style,Residential,C,39800,186700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
142 CIRCULAR AVE ,238400,10/26/2012,1,1010,Single Fam M01,R4,50,0.14,59900,Old Style,Residential,C,38200,130800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
144 CIRCULAR AVE ,256200,09/25/2000,98000,1010,Single Fam M01,R4,50,0.09,54200,Old Style,Residential,C,34500,158300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
145 CIRCULAR AVE ,254800,08/02/2019,140000,1010,Single Fam M01,R5,50,0.14,59900,Cape Cod,Residential,C,38200,150300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
148 CIRCULAR AVE ,278500,02/28/2024,275000,1010,Single Fam M01,R4,50,0.14,59900,Old Style,Residential,C,38200,179300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
151 CIRCULAR AVE ,278000,12/15/2022,0,1010,Single Fam M01,R5,50,0.21,65500,Cape Cod,Residential,C,41700,173800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
152 CIRCULAR AVE ,286600,07/30/1998,1,1010,Single Fam M01,R4,50,0.14,59900,Old Style,Residential,C,38200,168700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
156 CIRCULAR AVE ,248000,08/11/2017,178000,1010,Single Fam M01,R4,50,0.09,54200,Cape Cod,Residential,C,34500,161600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
160 CIRCULAR AVE ,331000,11/18/2002,172000,1010,Single Fam M01,R4,50,0.09,54200,Cape Cod,Residential,C +,34500,220700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
165 CIRCULAR AVE ,282600,12/18/2020,265000,1010,Single Fam M01,R5,50,0.09,54200,Old Style,Residential,C,34500,193100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
170 CIRCULAR AVE ,296200,08/17/2009,205000,1010,Single Fam M01,R4,50,0.21,65500,Ranch,Residential,C,41700,190300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
171 CIRCULAR AVE ,290900,11/06/2024,0,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,159300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
175 CIRCULAR AVE ,257400,08/15/2019,175000,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,162200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
179 CIRCULAR AVE ,257800,10/04/2021,285000,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,157100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
180 CIRCULAR AVE ,274300,04/04/2008,0,1010,Single Fam M01,R4,50,0.18,63300,Ranch,Residential,C,40300,173400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
183 CIRCULAR AVE ,488000,03/05/2024,360000,1050,Three Fam M01,R5,50,0.11,56500,Multi Family,Residential,C,36000,303800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
186 CIRCULAR AVE ,300100,06/18/2024,200000,1010,Single Fam M01,R4,50,0.54,79100,Old Style,Residential,C,50400,140700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
187 CIRCULAR AVE ,459600,12/15/2017,0,1050,Three Fam M01,R5,50,0.11,56500,Multi Family,Residential,C,36000,283900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
197 CIRCULAR AVE ,243300,09/05/2017,172000,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,161900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
201 CIRCULAR AVE ,260700,06/01/1987,0,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,166900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
202 CIRCULAR AVE ,398200,11/07/2022,340000,1050,Three Fam M01,R4,50,0.32,71200,Multi Family,Residential,C,45300,250900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
204 CIRCULAR AVE ,310700,07/05/2007,0,1010,Single Fam M01,R4,50,0.21,65500,Cape Cod,Residential,C,41700,188900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
205 CIRCULAR AVE ,248000,06/08/2018,0,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,157100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
209 CIRCULAR AVE ,239600,04/20/2022,175000,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,151500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
212 CIRCULAR AVE ,258100,08/28/2019,185000,1010,Single Fam M01,R4,50,0.13,58800,Colonial,Residential,C,37400,168400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
213 CIRCULAR AVE ,240200,11/18/2021,230000,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,148100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
214 CIRCULAR AVE ,257600,04/24/2013,140000,1010,Single Fam M01,R4,50,0.13,58800,Ranch,Residential,C,37400,161300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
217 CIRCULAR AVE ,257000,05/18/2015,156750,1010,Single Fam M01,R5,50,0.14,59900,Old Style,Residential,C,38200,160700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
218 CIRCULAR AVE ,267000,04/10/2023,216000,1010,Single Fam M01,R4,50,0.11,56500,Colonial,Residential,C,36000,177000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
230 CIRCULAR AVE ,253700,11/10/2005,0,1010,Single Fam M01,R4,50,0.23,67000,Old Style,Residential,C,42700,163600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
237 CIRCULAR AVE ,233200,12/04/1991,97000,1010,Single Fam M01,R5,50,0.1,55300,Old Style,Residential,C,35200,153300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
241 CIRCULAR AVE ,262300,06/20/2019,1,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,166500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
245 CIRCULAR AVE ,291000,01/13/2023,285000,1010,Single Fam M01,R5,50,0.12,57600,Old Style,Residential,C,36700,163900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
248 CIRCULAR AVE ,130200,03/05/1906,60,9062,CEMETERY M94,T2,50,14.35,104500,Service Shop,Ind/Comm,NA,88400,119600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
249 CIRCULAR AVE ,200300,01/08/2001,0,1010,Single Fam M01,R5,50,0.1,55300,Ranch,Residential,C,35200,133800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
255 CIRCULAR AVE ,380000,09/29/1999,0,1040,Two Family M01,R5,50,0.32,71200,Multi Family,Residential,C,45300,224700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
265 CIRCULAR AVE ,836100,11/18/2022,810000,1111,APT  5 - 8,R5,50,0.43,220500,Apartments,Comm/Ind,NA,157500,560100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
280 CIRCULAR AVE ,347700,01/24/2005,485000,3030,MIXED USE M94,R4,50,0.17,127600,Stores/Apt Com,Comm/Ind,NA,68100,294600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
287 CIRCULAR AVE ,251700,09/30/2024,0,1010,Single Fam M01,R5,50,0.21,65500,Cape Cod,Residential,C,41700,158700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
289 CIRCULAR AVE ,72600,09/30/2024,0,1300,Vacant M00,R5,50,0.37,65800,Outbuildings,       ,       ,41900,46900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
293 CIRCULAR AVE ,241100,12/10/2024,0,322I,STORE/SHOP M96,R5,50,0.11,85100,Store,Ind/Comm,NA,45400,211300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
299 CIRCULAR AVE ,270600,10/18/2021,190000,3030,MIXED USE M94,R5,50,0.09,54200,Stores/Apt Com,Comm/Ind,NA,34500,140800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
322 CIRCULAR AVE ,NA,06/05/1956,0,9092,CHURCH SCH M94,R4,50,6.55,489500,Dormitory,Comm/Ind,NA,396800,3913900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
325 CIRCULAR AVE ,NA,09/27/2024,0,9060,CHURCH M94,R4,65,1.75,240700,Churches,Ind/Comm,B -,126700,3083600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
336 CIRCULAR AVE ,294400,09/14/2021,229000,1010,Single Fam M01,R4,70,0.23,85600,Ranch,Residential,C,42700,174300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
342 CIRCULAR AVE ,269200,12/27/2022,260000,1010,Single Fam M01,R4,70,0.21,83700,Ranch,Residential,C,41700,146500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
348 CIRCULAR AVE ,245100,07/31/2006,195000,1010,Single Fam M01,R4,70,0.19,81800,Ranch,Residential,C,40800,142400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
354 CIRCULAR AVE ,252800,10/22/2015,129000,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,39400,147900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
360 CIRCULAR AVE ,236500,05/01/2000,100000,1010,Single Fam M01,R4,70,0.17,79900,Ranch,Residential,C,39800,138300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
361 CIRCULAR AVE ,261200,03/19/2021,227000,1010,Single Fam M01,R4,65,0.17,79900,Cape Cod,Residential,C,44200,157200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
367 CIRCULAR AVE ,315600,07/20/2017,NA,1010,Single Fam M01,R4,65,0.24,86500,Colonial,Residential,C,47900,237500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
374 CIRCULAR AVE ,212300,10/05/2015,0,1010,Single Fam M01,R4,70,0.18,80800,Ranch,Residential,C,40300,136400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
379 CIRCULAR AVE ,251100,10/01/2007,204000,1010,Single Fam M01,R4,65,0.15,78000,Ranch,Residential,C,43200,153600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
380 CIRCULAR AVE ,274300,05/06/2021,215000,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,39400,165200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
381 CIRCULAR AVE ,305900,05/24/2017,168900,1010,Single Fam M01,R4,65,0.2,82700,Colonial,Residential,C,45800,194500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
386 CIRCULAR AVE ,262800,01/31/2002,125000,1010,Single Fam M01,R4,70,0.18,80800,Ranch,Residential,C,40300,155100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
394 CIRCULAR AVE ,232500,10/21/2019,0,1010,Single Fam M01,R4,70,0.18,80800,Ranch,Residential,C,40300,135300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
397 CIRCULAR AVE ,400400,07/15/2024,0,1040,Two Family M01,R4,65,0.14,76500,Multi Family,Residential,C,42400,231800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
402 CIRCULAR AVE ,246000,08/31/2015,130000,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,39400,140200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
403 CIRCULAR AVE ,301000,03/14/2019,0,1010,Single Fam M01,R4,65,0.13,75100,Colonial,Residential,C,41600,195300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
407 CIRCULAR AVE ,275300,01/29/1973,0,1010,Single Fam M01,R4,65,0.13,75100,Colonial,Residential,C,41600,173500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
411 CIRCULAR AVE ,303400,09/27/1996,97500,1010,Single Fam M01,R4,65,0.13,75100,Colonial,Residential,C,41600,185200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
415 CIRCULAR AVE ,299100,11/07/2019,195000,1010,Single Fam M01,R4,65,0.13,75100,Colonial,Residential,C,41600,184900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
419 CIRCULAR AVE ,289800,08/29/2006,246000,1010,Single Fam M01,R4,65,0.14,76500,Old Style,Residential,C,42400,174300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
424 CIRCULAR AVE ,267500,11/22/2016,133000,1010,Single Fam M01,R4,70,0.12,73600,Cape Cod,Residential,C,36700,160700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
425 CIRCULAR AVE ,262800,07/02/2024,320000,1010,Single Fam M01,R4,65,0.14,76500,Colonial,Residential,C,42400,163900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
429 CIRCULAR AVE ,252400,08/31/2011,167339,1010,Single Fam M01,R4,65,0.15,78000,Ranch,Residential,C,43200,156800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
430 CIRCULAR AVE ,268100,12/16/1999,82000,1010,Single Fam M01,R4,70,0.12,73600,Cape Cod,Residential,C,36700,160900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
436 CIRCULAR AVE ,280300,01/21/2021,0,1010,Single Fam M01,R4,70,0.12,73600,Cape Cod,Residential,C,36700,175000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
437 CIRCULAR AVE ,242600,04/18/1989,0,1010,Single Fam M01,R4,65,0.25,87500,Cape Cod,Residential,C,48400,150000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
442 CIRCULAR AVE ,256800,12/16/2022,230000,1010,Single Fam M01,R4,70,0.12,73600,Cape Cod,Residential,C,36700,158200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
445 CIRCULAR AVE ,327700,11/21/2019,0,1010,Single Fam M01,R4,65,0.14,76500,Cape Cod,Residential,C,42400,192900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
448 CIRCULAR AVE ,272500,01/14/2021,0,1010,Single Fam M01,R4,70,0.12,73600,Cape Cod,Residential,C,36700,153200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
451 CIRCULAR AVE ,652700,06/24/2021,0,1050,Three Fam M01,R4,65,0.32,91000,Multi Family,Residential,C +,50400,358500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
454 CIRCULAR AVE ,324200,09/09/2021,270000,1010,Single Fam M01,R4,70,0.13,75100,Cape Cod,Residential,C,37400,181400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
460 CIRCULAR AVE ,265600,10/29/2008,170000,1010,Single Fam M01,R4,70,0.12,73600,Cape Cod,Residential,C,36700,163300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
463 CIRCULAR AVE ,291300,05/24/2021,0,1010,Single Fam M01,R4,65,0.18,80800,Cape Cod,Residential,C,44800,176100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
469 CIRCULAR AVE ,323800,04/28/2022,278855,1010,Single Fam M01,R4,65,0.2,82700,Cape Cod,Residential,C +,45800,202200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
472 CIRCULAR AVE ,243600,10/26/2023,226500,1010,Single Fam M01,R4,70,0.15,78000,Cape Cod,Residential,C,43200,165300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
475 CIRCULAR AVE ,278200,02/11/2019,180000,1010,Single Fam M01,R4,65,0.22,84600,Cape Cod,Residential,C,46900,170200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
477 CIRCULAR AVE ,390800,12/15/2022,0,1010,Single Fam M01,R4,65,0.22,84600,Cape Cod,Residential,C,46900,292400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
480 CIRCULAR AVE ,293200,05/18/2018,187900,1010,Single Fam M01,R4,70,0.14,72700,Cape Cod,Residential,C,40300,194100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
487 CIRCULAR AVE ,284900,06/13/2024,0,1010,Single Fam M01,R4,65,0.22,84600,Ranch,Residential,C,46900,176600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
545 CIRCULAR AVE ,266400,06/13/2012,0,1010,Single Fam M01,R4,80,0.22,69900,Ranch,Residential,C,44500,177200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
546 CIRCULAR AVE ,298200,10/11/1991,0,1010,Single Fam M01,R4,80,2.16,104800,Old Style,Residential,C,70800,185700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
549 CIRCULAR AVE ,278900,01/13/2023,245000,1010,Single Fam M01,R4,80,0.2,68300,Cape Cod,Residential,C,45800,177200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
550 CIRCULAR AVE ,346000,04/04/2022,289000,1010,Single Fam M01,R4,80,0.29,77800,Split-Level,Residential,C,49500,232600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
556 CIRCULAR AVE ,294500,09/15/2021,260000,1010,Single Fam M01,R4,80,0.26,76500,Ranch,Residential,C,48700,166700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
570 CIRCULAR AVE ,196600,11/15/2024,235000,1010,Single Fam M01,R4,80,0.27,76900,Ranch,Residential,C,49000,147600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
578 CIRCULAR AVE ,350700,07/30/2018,239000,1010,Single Fam M01,R4,80,0.23,74400,Ranch,Residential,C +,47400,227700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
583 CIRCULAR AVE ,376600,12/17/2014,0,1010,Single Fam M01,R4,80,0.32,79100,Colonial,Residential,C +,50400,258300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
584 CIRCULAR AVE ,314500,09/14/2004,275000,1010,Single Fam M01,R4,80,0.23,74400,Ranch,Residential,C +,47400,221000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
585 CIRCULAR AVE ,319000,08/08/2024,0,1010,Single Fam M01,R4,80,0.39,82100,Cape Cod,Residential,C,52300,198000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
592 CIRCULAR AVE ,279400,10/13/1978,0,1010,Single Fam M01,R4,80,0.23,74400,Ranch,Residential,C,47400,186100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
600 CIRCULAR AVE ,256500,08/01/2017,154000,1010,Single Fam M01,R4,80,0.25,76000,Ranch,Residential,C,48400,179900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
601 CIRCULAR AVE ,259900,06/29/2021,0,1010,Single Fam M01,R4,80,0.17,69500,Raised Ranch,Residential,C,44200,167100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
608 CIRCULAR AVE ,265400,02/02/2009,0,1010,Single Fam M01,R4,80,0.24,75200,Ranch,Residential,C,47900,169000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
614 CIRCULAR AVE ,294900,03/22/2016,150000,1010,Single Fam M01,R4,80,0.24,75200,Ranch,Residential,C,47900,188400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
615 CIRCULAR AVE ,424100,06/13/2022,385000,1012,SFR ADU-ATT,R4,80,0.51,87100,Colonial,Residential,C +,55500,321500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
622 CIRCULAR AVE ,264800,06/02/2015,80000,1010,Single Fam M01,R4,80,0.24,75200,Ranch,Residential,C,47900,162700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
625 CIRCULAR AVE ,360300,08/26/2024,0,1040,Two Family M01,R4,80,0.36,80800,Multi Family,Residential,C,51500,216600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
632 CIRCULAR AVE ,273400,03/20/2007,0,1010,Single Fam M01,R4,80,0.23,74400,Ranch,Residential,C,47400,174600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
637 CIRCULAR AVE ,258200,08/02/2022,330000,1010,Single Fam M01,R4,80,0.15,67800,Colonial,Residential,C,43200,185700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
641 CIRCULAR AVE ,52100,06/07/1999,125000,1320,Vacant Unb M00,R4,80,0.17,52100,Vacant Land,       ,       ,33200,33200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=CIRCULAR%20AVE,success
